name,url,review_count,categories,rating,snippet_text,location,neighborhood,latitude,longitude,search category
Little Asia Restaurant,http://www.yelp.com/biz/little-asia-restaurant-boston,34,"[[""Chinese"", ""chinese""]]",4,Just moved to the area so we are searching for great Chinese food and this place was pretty good! Tried this based on the reviews and it didn't disappoint....,"{""cross_streets"": ""Saratoga St & Trident St"", ""city"": ""Boston"", ""display_address"": [""991 Bennington St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""991 Bennington St""], ""coordinate"": {""latitude"": 42.3865500837564, ""longitude"": -71.006927266717}, ""state_code"": ""MA""}",East Boston,42.38655008,-71.00692727,chinese
New Dong Khanh,http://www.yelp.com/biz/new-dong-khanh-boston,314,"[[""Vietnamese"", ""vietnamese""], [""Chinese"", ""chinese""]]",4,"Hidden gem in Chinatown! Disclaimer-- this review is for the boba, primarily! I have been here a couple of times to get the boba drinks, but none stand out...","{""cross_streets"": ""Beach St & Knapp St"", ""city"": ""Boston"", ""display_address"": [""81 Harrison Ave"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""81 Harrison Ave""], ""coordinate"": {""latitude"": 42.3509407, ""longitude"": -71.0615692}, ""state_code"": ""MA""}",Chinatown,42.3509407,-71.0615692,chinese
68 Chinese,http://www.yelp.com/biz/68-chinese-boston,31,"[[""Chinese"", ""chinese""]]",4,"THIS PLACE IS AMAZING. It honestly takes as good as my go-to, sit-down Chinese restaurant that charges double or triple what this place does. I normally get...","{""cross_streets"": ""Tremont St & Temple Pl"", ""city"": ""Boston"", ""display_address"": [""48 Winter St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""48 Winter St""], ""coordinate"": {""latitude"": 42.3559303, ""longitude"": -71.0619736}, ""state_code"": ""MA""}",Downtown,42.3559303,-71.0619736,chinese
Q Restaurant,http://www.yelp.com/biz/q-restaurant-boston,428,"[[""Chinese"", ""chinese""], [""Sushi Bars"", ""sushi""], [""Hot Pot"", ""hotpot""]]",4,"I've had beef and lamb shabu shabu lunch combo with my friend. And we chose 2 kinds of soup which are basic broth and Mara (this one is spicy ) .
I love the...","{""cross_streets"": ""Boylston Sq & Beach St"", ""city"": ""Boston"", ""display_address"": [""660 Washington St"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""660 Washington St""], ""coordinate"": {""latitude"": 42.351812533351, ""longitude"": -71.062679301879}, ""state_code"": ""MA""}",Chinatown,42.35181253,-71.0626793,chinese
Dim Sum Chef,http://www.yelp.com/biz/dim-sum-chef-boston,71,"[[""Dim Sum"", ""dimsum""]]",4,"I would have to say it's better than Chinatown. Love that they use clean plating because it's usually for take out or eat in the food court. 

The dim sum...","{""city"": ""Boston"", ""display_address"": [""1095 Commonwealth Ave"", ""Allston/Brighton"", ""Boston, MA 02215""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""1095 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.3523349, ""longitude"": -71.1247}, ""state_code"": ""MA""}",Allston/Brighton,42.3523349,-71.1247,chinese
Chinatown Cafe,http://www.yelp.com/biz/chinatown-cafe-boston,89,"[[""Chinese"", ""chinese""]]",4,"This is one of my favorite places for Chinese food in Boston. This is very authentic and reminds me of the places I miss in Chicago and NYC.

The portions...","{""cross_streets"": ""Curve St & Marginal Rd"", ""city"": ""Boston"", ""display_address"": [""262 Harrison Ave"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""262 Harrison Ave""], ""coordinate"": {""latitude"": 42.3475601524115, ""longitude"": -71.0626823455095}, ""state_code"": ""MA""}",Chinatown,42.34756015,-71.06268235,chinese
The Best Little Restaurant,http://www.yelp.com/biz/the-best-little-restaurant-boston,92,"[[""Chinese"", ""chinese""]]",4,"I'm ABC and I've gone to most of the authentic Chinese restaurants in Boston. I think this is the best authentic Chinese food in the city. 

I ordered the...","{""city"": ""Boston"", ""display_address"": [""13A Hudson St"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""13A Hudson St""], ""coordinate"": {""latitude"": 42.3507996, ""longitude"": -71.0602493}, ""state_code"": ""MA""}",Chinatown,42.3507996,-71.0602493,chinese
Hong Kong Eatery,http://www.yelp.com/biz/hong-kong-eatery-boston,281,"[[""Cantonese"", ""cantonese""]]",3.5,"I've been around, and had a lot of Chinese food in various places, and I can say that the food here is the best Hong Kong (fast) food you can get in Boston;...","{""cross_streets"": ""Knapp St & Beach St"", ""city"": ""Boston"", ""display_address"": [""79 Harrison Ave"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""79 Harrison Ave""], ""coordinate"": {""latitude"": 42.3510131835938, ""longitude"": -71.0616302490234}, ""state_code"": ""MA""}",Chinatown,42.35101318,-71.06163025,chinese
China Station,http://www.yelp.com/biz/china-station-boston,16,"[[""Chinese"", ""chinese""]]",4,"Best Chinese Food In Dorchester!

I came across China Station on Yelp while browsing for a late night meal. The menu was affordable and appealing to try. I...","{""cross_streets"": ""Rosedale St & Dunlap St"", ""city"": ""Boston"", ""display_address"": [""532 Washington St"", ""Dorchester"", ""Boston, MA 02124""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Dorchester""], ""postal_code"": ""02124"", ""country_code"": ""US"", ""address"": [""532 Washington St""], ""coordinate"": {""latitude"": 42.2929617762566, ""longitude"": -71.071780398488}, ""state_code"": ""MA""}",Dorchester,42.29296178,-71.0717804,chinese
Gene's Chinese Flatbread Cafe,http://www.yelp.com/biz/genes-chinese-flatbread-cafe-boston,91,"[[""Chinese"", ""chinese""]]",4,"Last Wednesday, my boyfriend and I decided to do take-out at this place for dinner since we weren't hungry. This place was quite empty on around 5pm. 

We...","{""cross_streets"": ""Kingston St & Chauncy St"", ""city"": ""Boston"", ""display_address"": [""86 Bedford St"", ""Boston, MA 02111""], ""geo_accuracy"": 9.5, ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""86 Bedford St""], ""coordinate"": {""latitude"": 42.3534194, ""longitude"": -71.0595619}, ""state_code"": ""MA""}",,42.3534194,-71.0595619,chinese
New Jumbo Seafood Restaurant,http://www.yelp.com/biz/new-jumbo-seafood-restaurant-boston,241,"[[""Seafood"", ""seafood""], [""Chinese"", ""chinese""]]",3.5,"Get the garlic ginger lobster. The fried rice was noticeably better than most chinatown spots.

General gaos was pretty good, but I would still with the...","{""cross_streets"": ""Ping On St & Beach St"", ""city"": ""Boston"", ""display_address"": [""5 Hudson St"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""5 Hudson St""], ""coordinate"": {""latitude"": 42.3509638756514, ""longitude"": -71.0600296407938}, ""state_code"": ""MA""}",Chinatown,42.35096388,-71.06002964,chinese
Gourmet Dumpling House,http://www.yelp.com/biz/gourmet-dumpling-house-boston,1018,"[[""Chinese"", ""chinese""]]",3.5,I came here with a couple of friends for lunch on a raw day. Dumplings were definitely the way to go that day. We somehow obtained a table pretty much upon...,"{""cross_streets"": ""Oxford St & Tyler St"", ""city"": ""Boston"", ""display_address"": [""52 Beach St"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""52 Beach St""], ""coordinate"": {""latitude"": 42.351532, ""longitude"": -71.060661}, ""state_code"": ""MA""}",Chinatown,42.351532,-71.060661,chinese
Tenoch Mexican,http://www.yelp.com/biz/tenoch-mexican-boston,121,"[[""Mexican"", ""mexican""]]",4.5,"So it's official, folks. We've finished our sandwich bracket for Boston. 16 sandwiches of delicious. It was a hard-fought battle, but ultimately, one had to...","{""city"": ""Boston"", ""display_address"": [""3 Lewis St"", ""North End"", ""Boston, MA 02110""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""3 Lewis St""], ""coordinate"": {""latitude"": 42.3633091, ""longitude"": -71.0517996}, ""state_code"": ""MA""}",North End,42.3633091,-71.0517996,mexican
Mi Pueblito Restaurant,http://www.yelp.com/biz/mi-pueblito-restaurant-boston,88,"[[""Mexican"", ""mexican""], [""Latin American"", ""latin""]]",4.5,"Let me tell you, I found this place off yelp and decided to bring my dad here for his birthday. It's about a 25 minute drive, no biggie. But when we...","{""cross_streets"": ""White St"", ""city"": ""Boston"", ""display_address"": [""333 Border St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""333 Border St""], ""coordinate"": {""latitude"": 42.3790932, ""longitude"": -71.0398865}, ""state_code"": ""MA""}",East Boston,42.3790932,-71.0398865,mexican
Taqueria Jalisco,http://www.yelp.com/biz/taqueria-jalisco-boston-2,131,"[[""Mexican"", ""mexican""]]",4.5,"On our last day in Boston, my boyfriend and I explored East Boston, or Eastie. We had our farewell dinner at Taqueria Jalisco. We found parking a few blocks...","{""cross_streets"": ""Chelsea St & Bremen St"", ""city"": ""Boston"", ""display_address"": [""291 Bennington St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""291 Bennington St""], ""coordinate"": {""latitude"": 42.3787193, ""longitude"": -71.028183}, ""state_code"": ""MA""}",East Boston,42.3787193,-71.028183,mexican
Sabroso Taqueria,http://www.yelp.com/biz/sabroso-taqueria-boston-2,27,"[[""Mexican"", ""mexican""]]",4.5,"This place is amazing!  Finally something ""different"" and something that tastes ""authentic"" in the Financial District.  I'm sick of all these basic little...","{""city"": ""Boston"", ""display_address"": [""2 Oliver St"", ""Financial District"", ""Boston, MA 02109""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""2 Oliver St""], ""coordinate"": {""latitude"": 42.3573494, ""longitude"": -71.0546494}, ""state_code"": ""MA""}",Financial District,42.3573494,-71.0546494,mexican
Taco Party,http://www.yelp.com/biz/taco-party-boston-3,41,"[[""Food Trucks"", ""foodtrucks""], [""Mexican"", ""mexican""], [""Vegan"", ""vegan""]]",4.5,"Oh hell yea.

I JUST had these tacos. I could still pick pieces from my teeth.

First: JACKFRUIT! so exciting and delicious. (this taco could have used a...","{""city"": ""Boston"", ""display_address"": [""Chinatown"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [], ""coordinate"": {""latitude"": 42.3522923760793, ""longitude"": -71.0629704677764}, ""state_code"": ""MA""}",Chinatown,42.35229238,-71.06297047,mexican
Cha Cha Cha Taqueria,http://www.yelp.com/biz/cha-cha-cha-taqueria-boston-2,38,"[[""Mexican"", ""mexican""]]",4.5,This place it's great the food it's the best I got some carnitas tacos and it was delicious customer services was great everything was fresh home made,"{""cross_streets"": ""I-90 & Southwest Corridor Park"", ""city"": ""Boston"", ""display_address"": [""145 Dartmouth St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""145 Dartmouth St""], ""coordinate"": {""latitude"": 42.347446, ""longitude"": -71.074943}, ""state_code"": ""MA""}",Back Bay,42.347446,-71.074943,mexican
Angela's Cafe,http://www.yelp.com/biz/angelas-cafe-boston-3,234,"[[""Mexican"", ""mexican""]]",4,"Angela's is truly as good as it gets for Mexican fare in Boston. This is not a taqueria, nor is it  a Tex-Mex, Cali-Mex, Tequila bar or some sort of...","{""cross_streets"": ""Condor St & Marion St"", ""city"": ""Boston"", ""display_address"": [""131 Lexington St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""131 Lexington St""], ""coordinate"": {""latitude"": 42.378532, ""longitude"": -71.034996}, ""state_code"": ""MA""}",East Boston,42.378532,-71.034996,mexican
Pedro's Tacos,http://www.yelp.com/biz/pedros-tacos-boston,166,"[[""Mexican"", ""mexican""]]",4,"My search is over. 

Ever since I moved to Boston from southern California, 3 years ago, I've been on a quest for the best Mexican food in the city. This is...","{""cross_streets"": ""Wesleyan Pl & Tremont St"", ""city"": ""Boston"", ""display_address"": [""55 Bromfield St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""55 Bromfield St""], ""coordinate"": {""latitude"": 42.357029, ""longitude"": -71.0606308}, ""state_code"": ""MA""}",Downtown,42.357029,-71.0606308,mexican
Taqueria Cancun,http://www.yelp.com/biz/taqueria-cancun-boston,49,"[[""Mexican"", ""mexican""]]",4,This place was good and the food was inexpensive but still of high quality. I had a chimichanga and it was delicious. The service was also good. We were in...,"{""cross_streets"": ""Maverick Sq & Paris St"", ""city"": ""Boston"", ""display_address"": [""192 Sumner St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""192 Sumner St""], ""coordinate"": {""latitude"": 42.369244077092, ""longitude"": -71.040182052625}, ""state_code"": ""MA""}",East Boston,42.36924408,-71.04018205,mexican
Boloco Atlantic Wharf,http://www.yelp.com/biz/boloco-atlantic-wharf-boston-3,31,"[[""Mexican"", ""mexican""]]",4,I go out of my way to hit up this location even though there is another one directly across the street from my office. I prefer the food at this location to...,"{""cross_streets"": ""Estes Pl & Gilbert Pl"", ""city"": ""Boston"", ""display_address"": [""284 Congress St"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""284 Congress St""], ""coordinate"": {""latitude"": 42.3527145, ""longitude"": -71.0525284}, ""state_code"": ""MA""}",Waterfront,42.3527145,-71.0525284,mexican
Loco Taqueria and Oyster Bar,http://www.yelp.com/biz/loco-taqueria-and-oyster-bar-boston,99,"[[""Cocktail Bars"", ""cocktailbars""], [""Seafood"", ""seafood""], [""Mexican"", ""mexican""]]",4,First time here. A bit of a hipster place and a bit noisy but definitely a fun energetic place if you are hanging out with friends and looking for a good...,"{""cross_streets"": ""E St & F St"", ""city"": ""Boston"", ""display_address"": [""412 W Broadway"", ""South Boston"", ""Boston, MA 02127""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South Boston""], ""postal_code"": ""02127"", ""country_code"": ""US"", ""address"": [""412 W Broadway""], ""coordinate"": {""latitude"": 42.3369670759542, ""longitude"": -71.0477377406966}, ""state_code"": ""MA""}",South Boston,42.33696708,-71.04773774,mexican
Lolita Cocina & Tequila Bar,http://www.yelp.com/biz/lolita-cocina-and-tequila-bar-boston-2,787,"[[""Mexican"", ""mexican""], [""Lounges"", ""lounges""], [""Cocktail Bars"", ""cocktailbars""]]",4,I am writing about this for atmosphere and drinks only! I am unable to eat Mexican food due to allergies.. and was having major problems with that given how...,"{""cross_streets"": ""Boylston St & Newbury St"", ""city"": ""Boston"", ""display_address"": [""271 Dartmouth St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""271 Dartmouth St""], ""coordinate"": {""latitude"": 42.350595690564, ""longitude"": -71.07748186798}, ""state_code"": ""MA""}",Back Bay,42.35059569,-71.07748187,mexican
Boloco Copley Square,http://www.yelp.com/biz/boloco-copley-square-boston,158,"[[""American (New)"", ""newamerican""], [""Mexican"", ""mexican""]]",4,"I love you, Boloco. 

For twenty one years, I had been deprived of delicious burrito goodness, only knowing the fast food sadness of Taco Bell in Hawaii. I...","{""cross_streets"": ""Clarendon St & Dartmouth St"", ""city"": ""Boston"", ""display_address"": [""569 Boylston St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""569 Boylston St""], ""coordinate"": {""latitude"": 42.35062, ""longitude"": -71.076431}, ""state_code"": ""MA""}",Back Bay,42.35062,-71.076431,mexican
Rosticeria Cancun 2,http://www.yelp.com/biz/rosticeria-cancun-2-boston-2,7,"[[""Mexican"", ""mexican""]]",4.5,My friend lives in East Boston so knows all the go to spots for amazing authentic food. This is a local spot. Super affordable and delicious. The tortas are...,"{""cross_streets"": ""Liverpool St & Central Sq"", ""city"": ""Boston"", ""display_address"": [""145 Meridian St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""145 Meridian St""], ""coordinate"": {""latitude"": 42.3736801, ""longitude"": -71.0388184}, ""state_code"": ""MA""}",East Boston,42.3736801,-71.0388184,mexican
Boloco,http://www.yelp.com/biz/boloco-boston-42,131,"[[""Mexican"", ""mexican""], [""American (New)"", ""newamerican""]]",4,"I miss the bowl of free broken chip pieces, the m&m's, my loco card, but then you come out with a Cheeseburger Burrito!? Honestly ""nailed it"" on a basic...","{""cross_streets"": ""Eliot St & Stuart St"", ""city"": ""Boston"", ""display_address"": [""2 Park Plz"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""2 Park Plz""], ""coordinate"": {""latitude"": 42.3522856, ""longitude"": -71.0671914}, ""state_code"": ""MA""}",,42.3522856,-71.0671914,mexican
Viva Burrito,http://www.yelp.com/biz/viva-burrito-boston,178,"[[""Mexican"", ""mexican""]]",4,"So this place sells burritos and quesadillas and I think they also sell tacos and enchiladas. They taste fine, I guess. What's interesting to me is Viva...","{""cross_streets"": ""Merrimac St & Longfellow Pl"", ""city"": ""Boston"", ""display_address"": [""66 Staniford St"", ""Boston, MA 02114""], ""geo_accuracy"": 8.0, ""postal_code"": ""02114"", ""country_code"": ""US"", ""address"": [""66 Staniford St""], ""coordinate"": {""latitude"": 42.3629379, ""longitude"": -71.0639801}, ""state_code"": ""MA""}",,42.3629379,-71.0639801,mexican
Maria's Taqueria,http://www.yelp.com/biz/marias-taqueria-boston,123,"[[""Mexican"", ""mexican""]]",3.5,Was craving burritos that are comparable to what you can get in San Francisco and found this gem right around the corner from the hostel I was staying in...,"{""cross_streets"": ""Van Rensselaer Pl & Stuart St"", ""city"": ""Boston"", ""display_address"": [""226 Tremont St"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""226 Tremont St""], ""coordinate"": {""latitude"": 42.351395, ""longitude"": -71.064575}, ""state_code"": ""MA""}",,42.351395,-71.064575,mexican
El Triunfo,http://www.yelp.com/biz/el-triunfo-boston,191,"[[""Mexican"", ""mexican""]]",3.5,"El Triunfo is really as good as it gets in South Boston, at least in my experience. It is pretty hard to get great and reliable delivery service around the...","{""cross_streets"": ""Albany St & Fay St"", ""city"": ""Boston"", ""display_address"": [""147 E Berkeley St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""147 E Berkeley St""], ""coordinate"": {""latitude"": 42.3434715270996, ""longitude"": -71.064811706543}, ""state_code"": ""MA""}",South End,42.34347153,-71.06481171,mexican
Masa,http://www.yelp.com/biz/masa-boston,846,"[[""American (New)"", ""newamerican""], [""Mexican"", ""mexican""]]",3.5,Their brunch special is AMAZING! A starter and an entree with unlimited tea or coffee for $9.95? Yes please! I came here with a group of 6 right when Masa...,"{""cross_streets"": ""Arlington St & Appleton St"", ""city"": ""Boston"", ""display_address"": [""439 Tremont St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""439 Tremont St""], ""coordinate"": {""latitude"": 42.346815, ""longitude"": -71.0692466}, ""state_code"": ""MA""}",South End,42.346815,-71.0692466,mexican
Cha Yen Thai Cookery,http://www.yelp.com/biz/cha-yen-thai-cookery-watertown,84,"[[""Thai"", ""thai""], [""Ice Cream & Frozen Yogurt"", ""icecream""]]",4.5,I think my experience would probably warrant 4.5 stars but I'm going to round up because there isn't very good Thai food in the Boston area. Also because...,"{""city"": ""Watertown"", ""display_address"": [""613 Mt Auburn St"", ""Watertown, MA 02472""], ""geo_accuracy"": 9.5, ""postal_code"": ""02472"", ""country_code"": ""US"", ""address"": [""613 Mt Auburn St""], ""coordinate"": {""latitude"": 42.3707814, ""longitude"": -71.1582909}, ""state_code"": ""MA""}",,42.3707814,-71.1582909,thai
Maekha Thai Authentic Thai Cuisine,http://www.yelp.com/biz/maekha-thai-authentic-thai-cuisine-revere,191,"[[""Thai"", ""thai""]]",4.5,"The food is good, just wish the waitress was more understanding and pleasant. Just seems not too attentive to your needs or what youre asking.

Little on...","{""cross_streets"": ""Conant St"", ""city"": ""Revere"", ""display_address"": [""163 Squire Rd"", ""Unit 2"", ""Revere, MA 02151""], ""geo_accuracy"": 9.5, ""postal_code"": ""02151"", ""country_code"": ""US"", ""address"": [""163 Squire Rd"", ""Unit 2""], ""coordinate"": {""latitude"": 42.424006, ""longitude"": -71.009566}, ""state_code"": ""MA""}",,42.424006,-71.009566,thai
Fusion Foods,http://www.yelp.com/biz/fusion-foods-chelsea,110,"[[""Vietnamese"", ""vietnamese""], [""Thai"", ""thai""]]",4,Last night was my 4th time visiting and every single dish and drink I ordered was awesome.  Just wish they would add a vegan desert. But I will be back soon,"{""cross_streets"": ""Broadway & Cross St"", ""city"": ""Chelsea"", ""display_address"": [""11 Everett Ave"", ""Chelsea, MA 02150""], ""geo_accuracy"": 9.5, ""postal_code"": ""02150"", ""country_code"": ""US"", ""address"": [""11 Everett Ave""], ""coordinate"": {""latitude"": 42.390914, ""longitude"": -71.038255}, ""state_code"": ""MA""}",,42.390914,-71.038255,thai
Sweet Ginger Thai Cuisine,http://www.yelp.com/biz/sweet-ginger-thai-cuisine-somerville,228,"[[""Thai"", ""thai""], [""Vegetarian"", ""vegetarian""]]",4,"The tamarind duck is fantastic and the crab rangoon have this amazing curry taste to them.

The lunch price is reasonable especially for Boston and it came...","{""city"": ""Somerville"", ""display_address"": [""22 Bow St"", ""Somerville, MA 02143""], ""geo_accuracy"": 8.0, ""postal_code"": ""02143"", ""country_code"": ""US"", ""address"": [""22 Bow St""], ""coordinate"": {""latitude"": 42.3808403, ""longitude"": -71.0973511}, ""state_code"": ""MA""}",,42.3808403,-71.0973511,thai
S & I Thai,http://www.yelp.com/biz/s-and-i-thai-allston,325,"[[""Thai"", ""thai""]]",4,"I LOVE S&I!

I'm telling you, it's so cheap and delicious that it doesn't make sense. But please don't charge more S&I management :X

All of my Thai friends...","{""cross_streets"": ""Parkvale Ave & Harvard Ave"", ""city"": ""Allston"", ""display_address"": [""168 Brighton Ave"", ""Ste A"", ""Allston/Brighton"", ""Allston, MA 02134""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02134"", ""country_code"": ""US"", ""address"": [""168 Brighton Ave"", ""Ste A""], ""coordinate"": {""latitude"": 42.3529549, ""longitude"": -71.1329269}, ""state_code"": ""MA""}",Allston/Brighton,42.3529549,-71.1329269,thai
Rod Dee Thai 2,http://www.yelp.com/biz/rod-dee-thai-2-boston,205,"[[""Thai"", ""thai""]]",4,"Off menu recommendations: (Google to see what they are)
1. Boat noodle
2. Tom Kha Kai

As far as how Thai food should taste, this place tries to walk the...","{""cross_streets"": ""Kilmarnock St & Jersey St"", ""city"": ""Boston"", ""display_address"": [""94 Peterborough St"", ""Fenway"", ""Boston, MA 02215""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Fenway""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""94 Peterborough St""], ""coordinate"": {""latitude"": 42.3430470265358, ""longitude"": -71.0992394306382}, ""state_code"": ""MA""}",Fenway,42.34304703,-71.09923943,thai
Pho Basil,http://www.yelp.com/biz/pho-basil-boston,572,"[[""Vietnamese"", ""vietnamese""], [""Thai"", ""thai""]]",4,"such a good thai place for both dining alone and eating with friends!
went for the special lunch set, value-to-money, good location and decent food. anyway,...","{""cross_streets"": ""Clearway St & St Germain St"", ""city"": ""Boston"", ""display_address"": [""177 Massachusetts Ave"", ""Ste A"", ""Boston, MA 02115""], ""geo_accuracy"": 8.0, ""postal_code"": ""02115"", ""country_code"": ""US"", ""address"": [""177 Massachusetts Ave"", ""Ste A""], ""coordinate"": {""latitude"": 42.345767, ""longitude"": -71.087371}, ""state_code"": ""MA""}",,42.345767,-71.087371,thai
Rod Dee Thai Cuisine,http://www.yelp.com/biz/rod-dee-thai-cuisine-cambridge,238,"[[""Thai"", ""thai""]]",4,Rod Dee has such a special place in my heart! Been here so many times with various groups of friends and it's just filled with good memories. The food is...,"{""city"": ""Cambridge"", ""display_address"": [""1906 Massachusetts Ave"", ""Porter Square"", ""Cambridge, MA 02140""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Porter Square""], ""postal_code"": ""02140"", ""country_code"": ""US"", ""address"": [""1906 Massachusetts Ave""], ""coordinate"": {""latitude"": 42.3889043927193, ""longitude"": -71.1197222024202}, ""state_code"": ""MA""}",Porter Square,42.38890439,-71.1197222,thai
Brown Sugar Cafe,http://www.yelp.com/biz/brown-sugar-cafe-boston-2,669,"[[""Thai"", ""thai""]]",4,"If you love Thai food you simply *must* eat here!

I stopped in on a Friday evening around 5:30 PM and was immediately seated. I noticed the large number of...","{""city"": ""Boston"", ""display_address"": [""1033 Commonwealth Ave"", ""Allston/Brighton"", ""Boston, MA 02215""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""1033 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.35204104790299, ""longitude"": -71.121633890381}, ""state_code"": ""MA""}",Allston/Brighton,42.35204105,-71.12163389,thai
Dok Bua Thai Kitchen,http://www.yelp.com/biz/dok-bua-thai-kitchen-brookline,497,"[[""Thai"", ""thai""]]",4,Just tried Dok Bua for the first time yesterday. I'd like to make a quick note right off the bat. I brought in a Groupon and while this didn't bother me at...,"{""city"": ""Brookline"", ""display_address"": [""411 Harvard St"", ""Brookline, MA 02446""], ""geo_accuracy"": 8.0, ""postal_code"": ""02446"", ""country_code"": ""US"", ""address"": [""411 Harvard St""], ""coordinate"": {""latitude"": 42.34552, ""longitude"": -71.1267624}, ""state_code"": ""MA""}",,42.34552,-71.1267624,thai
